Linha,NumTrips,TotalGiros,MeanDuracao,KmPerc,PassPerTrip,FimOperação
100,2014,12503,36.13604766633565,15.862647467725917,6.208043694141013,1900-01-01
101,4105,30561,28.6721071863581,5.320330816077954,7.444823386114495,1900-01-01
104,7619,158627,36.99186244914031,11.416807323795773,20.819923874524214,1900-01-01
109,20,492,36.2,14.3465,24.6,1900-01-01
110,15864,57,21.011913767019667,7.672742057488653,0.0035930408472012103,1900-01-01
1112,9381,72545,38.09785737128238,12.364220658778383,7.733184095512206,1900-01-01
1113,12869,139525,36.082368482399566,11.484410676820266,10.8419457611314,1900-01-01
1115,20058,184533,41.930252268421576,11.17710379898295,9.19997008674843,1900-01-01
1117,12740,124014,40.13100470957614,14.269875353218211,9.734222919937206,1900-01-01
1120,5877,76589,55.59350008507742,30.946850433894845,13.031989110090182,1900-01-01
1121,14217,216671,55.60526130688612,35.86925638320321,15.24027572624323,1900-01-01
1122,6259,75169,58.54561431538585,38.926505512062626,12.009745965809234,1900-01-01
1123,6357,85062,55.212207015888,31.395268208274345,13.380840018876828,1900-01-01
1125,6506,56967,47.998155548724256,41.53468290808485,8.756071318782663,1900-01-01
1126,4869,69980,57.95543232696652,33.631142329020335,14.372561100842063,1900-01-01
1127,5276,65196,52.875094768764214,33.59065144048522,12.357088703563306,1900-01-01
1128,4613,45334,47.74853674398439,39.105300672013875,9.827444179492739,1900-01-01
1129,10152,133110,60.00197005516154,35.46178368794326,13.111702127659575,1900-01-01
131,25448,391538,30.58236403646652,6.933532301163156,15.385806350204339,1900-01-01
132,4879,54187,30.385734781717566,7.765095306415249,11.106169296987087,1900-01-01
133,35906,467199,28.942238066061382,7.398999442990029,13.011725059878572,1900-01-01
134,33717,121706,21.592905655900584,7.70633487558205,3.6096331227570664,1900-01-01
135,15178,687063,52.738107787587296,16.64386967979971,45.26703122941099,1900-01-01
136,15161,602590,53.00613416001583,16.539245168524506,39.746058967086604,1900-01-01
137,14978,585122,53.603885699025234,16.3145520096141,39.06542929630124,1900-01-01
138,14481,621643,55.145846281334165,16.444936399419927,42.928181755403635,1900-01-01
150,4027,69781,31.378693816737027,11.692402284579092,17.328284082443506,1900-01-01
151,4239,71087,33.17692852087757,13.817118660061334,16.76975701816466,1900-01-01
151V,256,6901,43.9140625,14.1468359375,26.95703125,1900-01-01
153,10182,191435,26.782459241799252,11.067751031231586,18.801316047927717,1900-01-01
154,2,26,24.0,8.6005,13.0,1900-01-01
155,5732,84937,19.30844382414515,8.289342288904397,14.818039078855548,1900-01-01
156,8,67,10.375,13.39675,8.375,1900-01-01
160,12757,161916,26.422199576702987,6.36068284079329,12.69232578192365,1900-01-01
161,12047,159108,30.208848676018928,8.419696106914584,13.207271519880468,1900-01-01
162,6551,51394,20.214623721569225,6.404141352465272,7.845214471073119,1900-01-01
163,17121,228872,20.644354885812746,5.092793586823199,13.367910752876584,1900-01-01
164,12379,156779,21.296227482026012,5.791532191614831,12.664916390661604,1900-01-01
165,23103,190120,18.058477254036273,6.404015842098429,8.229234298575943,1900-01-01
166,8,37,12.0,5.669,4.625,1900-01-01
167,2573,15694,14.458219976680917,5.75421570151574,6.099494753206374,1900-01-01
168,12778,112388,13.78431679449053,6.423703005165128,8.795429644701832,1900-01-01
169,17076,157938,15.133637854298431,6.225054345279926,9.249121574139142,1900-01-01
170,5752,52095,19.675069541029206,7.96061230876217,9.056849791376912,1900-01-01
172,3030,5578,16.918151815181517,5.786660396039605,1.840924092409241,1900-01-01
172V,1470,3139,16.48639455782313,5.130219047619048,2.135374149659864,1900-01-01
173,12049,95809,17.738733504855176,5.840317287741721,7.951614241845796,1900-01-01
173V,1513,18195,25.835426305353604,6.964639788499669,12.025776602775942,1900-01-01
174,13629,222318,23.082764692934184,9.015708122386089,16.312128549416684,1900-01-01
174V,11041,225450,25.779639525405308,9.340294357395164,20.419346073725205,1900-01-01
175,4806,78824,17.764044943820224,8.16421972534332,16.401165210153973,1900-01-01
176,8588,253340,54.58931066604565,20.361279459711227,29.499301350721936,1900-01-01
177,16681,191825,22.8660751753492,7.475208140998741,11.499610335111804,1900-01-01
178,13139,77163,16.48565339827993,8.24334401400411,5.872821371489459,1900-01-01
179,17222,197454,15.155789106956219,3.186356114272442,11.465218906050401,1900-01-01
180,6007,25385,18.913933743965373,5.605149991676377,4.225903113034793,1900-01-01
181,963,48116,50.78920041536864,20.5507476635514,49.964693665628246,1900-01-01
182,2587,11279,9.950908388094318,3.6114874371859296,4.359876304599923,1900-01-01
183,26958,425843,31.068551079456935,13.148930113509904,15.796535351287188,1900-01-01
184,33519,654175,29.650019391986635,11.330560100241653,19.516542856290464,1900-01-01
184V,1479,7528,23.228532792427316,11.720697768762678,5.089925625422583,1900-01-01
185,26023,1093929,42.55235752987742,16.01398370672098,42.037005725704184,1900-01-01
186,31348,584650,27.947907362511167,11.928733348219982,18.650312619624856,1900-01-01
187,13,0,0.5384615384615384,4.392076923076923,0.0,1900-01-01
191,4618,96757,32.15677782589866,10.059729320051972,20.952143785188394,1900-01-01
200,705,10552,68.8581560283688,44.64704964539008,14.967375886524822,1900-01-01
210,66600,482,39.49984984984985,26.654157597597596,0.007237237237237237,1900-01-01
212,2748,17,35.29403202328967,17.796414483260556,0.006186317321688501,1900-01-01
2120,12894,172643,56.91538700170622,23.19187032728401,13.389405925236543,1900-01-01
2123,479,2165,48.4321503131524,19.138054279749475,4.519832985386222,1900-01-01
2124,2189,13402,49.543170397441756,20.907075376884425,6.12243033348561,1900-01-01
221,51764,2261714,59.24942044664245,26.83451574453288,43.69279808361023,1900-01-01
231,6160,153933,51.624188311688314,28.292582629870132,24.989123376623375,1900-01-01
235,6114,172191,42.02109911678116,22.285371279031732,28.163395485770362,1900-01-01
260,32597,510723,15.626161916740804,6.074964659324477,15.667791514556555,1900-01-01
261,24942,514517,21.3193809638361,7.862694130382488,20.628538208644056,1900-01-01
262,16090,198606,19.456743318831574,8.606286016159105,12.34344313238036,1900-01-01
263,11832,151158,24.352011494252874,10.214122718052739,12.775354969574037,1900-01-01
264,47939,1322000,34.76217693318593,12.365438077556895,27.57671207159098,1900-01-01
265,1425,9444,29.348070175438597,12.132522807017542,6.627368421052632,1900-01-01
266,27431,537564,35.37548758703657,15.140197550216909,19.596952353177063,1900-01-01
267,43554,1271523,41.438375350140056,17.18237525830004,29.19417275106764,1900-01-01
268,15982,361651,23.936616193217368,9.05757990239019,22.62864472531598,1900-01-01
269,9022,157881,37.97373088007094,16.052655952117046,17.49955663932609,1900-01-01
270,20561,264009,14.546131024755605,5.135003015417539,12.84028014201644,1900-01-01
271,15569,170487,23.82144004110733,13.875688997366563,10.950414284796711,1900-01-01
272,19327,250120,24.947534537175972,12.336293941118644,12.941480829927045,1900-01-01
274,5076,190774,48.20665878644602,18.553565602836876,37.583530338849485,1900-01-01
276,34751,508743,15.098385657966677,5.96072599349659,14.639665045610199,1900-01-01
277,20428,276012,18.314959859017037,7.493484824750342,13.511454865870373,1900-01-01
280,1151,36734,33.15291051259774,12.56114248479583,31.91485664639444,1900-01-01
281,16741,602928,38.85425004480019,14.094921271130756,36.01505286422555,1900-01-01
282,11645,77115,19.979647917561184,9.95214770287677,6.622155431515672,1900-01-01
283,1286,26675,18.65163297045101,7.350931570762054,20.742612752721616,1900-01-01
284,1004,53437,45.34760956175299,15.984286852589642,53.22410358565737,1900-01-01
285,12195,329689,33.43370233702337,12.797530873308732,27.034768347683478,1900-01-01
286,2016,21865,12.842261904761905,6.176472222222222,10.845734126984127,1900-01-01
291,917,9711,27.149400218102507,10.10592366412214,10.589967284623773,1900-01-01
294,3530,146061,63.87988668555241,24.241119546742212,41.377053824362605,1900-01-01
296,913,44491,43.72398685651698,11.6465717415115,48.73055859802848,1900-01-01
300,1867,21356,50.9084092126406,24.624211033743975,11.438671665773969,1900-01-01
3001,1688,6787,44.48755924170616,20.40613507109005,4.020734597156398,1900-01-01
3002,3437,20509,50.848414314809425,19.025417224323537,5.967122490544079,1900-01-01
301,3,0,12.333333333333334,32.666666666666664,0.0,1900-01-01
310,1,0,58.0,18.22,0.0,2015-07-20
311,1073,102,38.94967381174278,14.745956197576888,0.09506057781919851,1900-01-01
320,27689,578764,42.69374119686518,16.0473710498754,20.902307775650982,1900-01-01
330,21514,666156,47.47782839081528,14.601684252114902,30.963837501162033,1900-01-01
330V,12342,215837,41.36436558094312,16.045334953816237,17.4880084265111,1900-01-01
331,9662,230443,41.40374663630718,17.536284206168492,23.850445042434277,1900-01-01
332,17322,231491,36.71371666089366,19.324200323288306,13.363987992148713,1900-01-01
333,17634,259132,25.755869343314053,8.143459906997846,14.69502098219349,1900-01-01
360,40734,684443,28.27701674277017,8.79156343595031,16.802744635930672,1900-01-01
362,10880,43573,14.468658088235294,4.164109834558824,4.004871323529412,1900-01-01
363,9776,85280,19.166325695581016,6.670238952536825,8.72340425531915,1900-01-01
364,1098,7255,25.74408014571949,10.709566484517303,6.607468123861566,1900-01-01
365,16618,127594,18.266638584667227,5.688550487423275,7.678059935010229,1900-01-01
365V,2748,35651,26.350072780203785,9.036757641921398,12.973435225618632,1900-01-01
366,10884,66234,15.71361631753032,5.520597850055126,6.085446527012128,1900-01-01
366V,183,4845,19.92349726775956,6.090590163934426,26.475409836065573,1900-01-01
410,68198,269,28.291460160121996,11.060462652863722,0.003944397196398722,1900-01-01
4120,4206,49457,60.84926295767951,32.14337232524964,11.758678078934855,1900-01-01
4121,625,4277,66.1328,33.3363024,6.8432,1900-01-01
4122,5361,42761,47.71572467823167,18.93279910464466,7.97631038985264,1900-01-01
4123,4140,42942,57.829951690821254,26.183476811594204,10.372463768115942,1900-01-01
4124,6075,58959,59.02798353909465,36.629562962962964,9.705185185185185,1900-01-01
4125,5647,74911,59.062333982645654,32.23223038781654,13.265627766955905,1900-01-01
430,40560,760917,37.788141025641025,12.903089940828403,18.76028106508876,1900-01-01
431,1737,19101,29.3517559009787,16.445373056994818,10.996545768566493,1900-01-01
460,22993,463472,36.32679511155569,15.482762275475144,20.157091288653067,1900-01-01
461,39703,1126554,40.21668387779261,19.268637558874644,28.37453089187215,1900-01-01
462,34516,411042,21.911142658477228,8.23448050179627,11.908737976590567,1900-01-01
463,10578,151075,19.008697296275287,6.103825865002836,14.282000378143316,1900-01-01
463V,5103,68750,17.445424260239076,5.694508524397413,13.47246717617088,1900-01-01
464,12531,195769,18.633069986433643,6.0736345862261585,15.622775516718537,1900-01-01
464V,7394,75626,17.868271571544497,5.620391127941574,10.228022721125237,1900-01-01
467,30441,872406,47.9320324562268,20.472241812029825,28.658913964718636,1900-01-01
468,2236,5454,13.711091234347048,6.6931779964221825,2.4391771019677995,1900-01-01
469,11579,328179,29.79350548406598,12.08649365230158,28.342602988168235,1900-01-01
470,3724,119154,47.150375939849624,22.496864661654133,31.99624060150376,1900-01-01
471,8,45,8.0,21.825499999999998,5.625,2015-07-20
472,2075,33432,24.591807228915663,7.299,16.111807228915662,1900-01-01
473,7055,96775,22.220269312544296,7.964918922749822,13.717221828490432,1900-01-01
474,4374,49383,21.74782807498857,7.9126561499771375,11.290123456790123,1900-01-01
475,1,0,1.0,6.86,0.0,1900-01-01
477,2311,13471,29.585893552574642,18.66375984422328,5.829078321073129,1900-01-01
500,1509,9960,54.566600397614316,34.29289993373095,6.600397614314115,1900-01-01
500V,338,1918,55.642011834319526,34.972284023668635,5.674556213017752,1900-01-01
560,4,0,0.5,11.88,0.0,1900-01-01
561,38335,829274,47.70799530455198,25.69,21.63229424807617,1900-01-01
562,3503,60178,34.89580359691693,15.753,17.178989437624892,1900-01-01
563,23525,516767,38.497555791710944,19.876,21.966716259298618,1900-01-01
564,16188,326113,36.055720286632074,18.325,20.145354583642202,1900-01-01
565,1848,17723,29.500541125541126,13.438125,9.590367965367966,1900-01-01
566,2386,37222,41.49455155071249,23.577,15.600167644593462,1900-01-01
600,1885,16322,39.773474801061006,22.592,8.658885941644563,1900-01-01
601,3653,57549,55.42047632083219,19.071000000000005,15.753900903367095,1900-01-01
601V,303,2667,64.35973597359735,20.938,8.801980198019802,1900-01-01
604,1,0,0.0,22.469,0.0,1900-01-01
605,3896,46358,53.14219712525667,19.437,11.898870636550308,1900-01-01
605V,508,9669,59.45472440944882,21.098,19.033464566929133,1900-01-01
606,1,0,0.0,12.681,0.0,1900-01-01
608,1,44,27.0,15.536,44.0,2015-07-20
6120,10,53,15.2,13.1648,5.3,1900-01-01
6220,12585,83137,36.16384584823202,12.041386968613429,6.606038935240366,1900-01-01
630,60871,1150471,23.663632928652397,8.454425144978725,18.900149496476153,1900-01-01
631,47429,816989,23.84627548546248,8.301973096628645,17.225516034493666,1900-01-01
632,8,98,25.625,7.071249999999999,12.25,1900-01-01
659,71,1481,31.971830985915492,10.0,20.859154929577464,2019-02-28
660,31784,395404,22.202428895041532,7.4970372199848985,12.440347344575887,1900-01-01
661,14376,162990,17.41277128547579,6.206198664440734,11.337646076794657,1900-01-01
663,5140,67870,22.259143968871594,7.725062256809339,13.204280155642023,1900-01-01
664,13409,158096,20.62726526959505,7.589016481467671,11.79029010366172,1900-01-01
665,62732,1019220,21.107999107313653,7.2778047726837976,16.24721035516164,1900-01-01
667,1,46,46.0,8.065,46.0,1900-01-01
668,11324,77611,18.056605439773932,7.345064553161427,6.853673613564111,1900-01-01
669,2,2,9.0,0.0,1.0,1900-01-01
670,52236,777846,24.612910636342754,8.913747492151007,14.890994716287619,1900-01-01
670V,2035,49906,29.845208845208845,8.466612285012285,24.523832923832924,1900-01-01
671,34331,433768,23.563135358713698,7.916101220471295,12.63487809851155,1900-01-01
690,214,8205,27.10747663551402,7.906495327102804,38.3411214953271,1900-01-01
7220,1,0,0.0,10.268,0.0,1900-01-01
760,9072,91084,15.980379188712522,5.434341269841269,10.040123456790123,1900-01-01
761,20477,391076,18.546320261757092,5.718323387214925,19.098305415832396,1900-01-01
762,11055,84601,18.294979647218454,4.777921031207598,7.65273631840796,1900-01-01
763,25976,606342,19.0156683092085,5.223512935016939,23.342392978133663,1900-01-01
764,21715,460761,19.452452221966382,4.105324522219664,21.21855860004605,1900-01-01
765,18088,288805,15.507795223352499,3.41559409553295,15.966662980981866,1900-01-01
766,8797,139936,21.639422530408094,5.728203592133681,15.907241104922132,1900-01-01
766V,2004,25534,24.352295409181636,5.50808383233533,12.741516966067865,1900-01-01
767,5,21,10.4,6.706799999999999,4.2,2016-06-06
768,13493,234054,25.882235233083822,6.809266805010005,17.34632772548729,1900-01-01
768V,1000,14821,30.584,6.569272,14.821,1900-01-01
769,12993,195263,19.771184483952897,4.784433772031093,15.02832294312322,1900-01-01
772,11660,282336,34.80171526586621,14.304201715265867,24.214065180102917,1900-01-01
840,4890,222088,61.89079754601227,31.816394683026587,45.41676891615542,1900-01-01
841,24213,457817,34.887250650477014,13.061172056333374,18.907900714492214,1900-01-01
843,10810,235119,37.97354301572618,14.769963274745606,21.75013876040703,1900-01-01
844,39500,493537,22.061620253164556,7.722788303797469,12.494607594936708,1900-01-01
845,2669,49398,34.62008242787561,9.229668415136755,18.508055451479954,1900-01-01
846,11892,175175,36.72822065253952,17.93891876892028,14.730491086444669,1900-01-01
847,9109,204310,40.862992644637174,14.770060379844109,22.429465363925786,1900-01-01
848,6,50,15.666666666666666,13.806666666666667,8.333333333333334,1900-01-01
850,8981,285628,53.76672976283265,26.098240841777084,31.803585346843334,1900-01-01
943,7897,47306,21.177789033810306,5.855768393060656,5.9903760921869065,1900-01-01
944,3525,25476,23.908936170212765,7.722572765957446,7.227234042553191,1900-01-01
946,1020,25669,49.733333333333334,18.021600980392158,25.165686274509802,1900-01-01
948,1218,34523,49.64778325123153,17.89352216748768,28.3440065681445,1900-01-01
949,1205,31783,46.62489626556017,16.865345228215766,26.375933609958505,1900-01-01
D163,1525,64815,55.98950819672131,13.046,42.501639344262294,1900-01-01
D168,262,13000,43.50763358778626,10.344900763358778,49.61832061068702,1900-01-01
D174,498,26451,46.7710843373494,13.433572289156626,53.1144578313253,1900-01-01
D260,251,14430,68.52988047808765,34.17687250996016,57.49003984063745,1900-01-01
D264,100,2692,45.57,22.04076,26.92,1900-01-01
D266,102,2651,48.009803921568626,30.39629411764706,25.99019607843137,1900-01-01
D267,116,817,9.879310344827585,14.756206896551724,7.043103448275862,1900-01-01
D360,531,29968,62.07344632768361,22.144,56.43691148775895,1900-01-01
D360V,355,19784,61.780281690140846,37.909698591549294,55.72957746478873,1900-01-01
D365,466,15333,50.50858369098712,25.936,32.90343347639485,1900-01-01
D563,246,12475,58.577235772357724,27.099983739837395,50.71138211382114,1900-01-01
D565,255,11473,59.015686274509804,28.622258823529414,44.9921568627451,1900-01-01
D766,6,34,20.666666666666668,10.648,5.666666666666667,1900-01-01
D846,267,8424,57.13857677902622,21.17827715355805,31.55056179775281,1900-01-01
M230,13021,367301,51.41993702480608,25.72690714998848,28.208355733046616,1900-01-01
M233,43381,1358249,43.22023466494548,23.357713169359858,31.309766948664162,1900-01-01
M250,6970,170983,33.65035868005739,13.493132711621232,24.531276901004304,1900-01-01
M250V,2173,58584,37.68108605614358,14.507875747814081,26.959963184537507,1900-01-01
M273,19210,265570,26.268766267568974,12.787723789692869,13.824570536179074,1900-01-01
M940,15409,121443,22.272892465442276,11.644612239600233,7.881303134531767,1900-01-01
M941,920,50098,49.83695652173913,21.298841304347825,54.45434782608696,1900-01-01
